Open,High,Low,Close,Volume,Date
17.471212033535632,17.669406064847188,17.246403958028253,17.259241104125977,472544800,2013-12-02
17.48060105752183,17.733589937586604,17.461188995598622,17.73171043395996,450968000,2013-12-03
17.70603864016342,17.82157462047114,17.55950589505754,17.690383911132812,377809600,2013-12-04
17.929917797906988,18.0078804618486,17.73454126183968,17.781192779541016,447580000,2013-12-05
17.715117704453768,17.745176388197926,17.520368335242203,17.534456253051758,344352400,2013-12-06
17.562012119385038,17.833786061691153,17.562012119385038,17.735158920288086,320493600,2013-12-09
17.64591881797578,17.78055413820928,17.571399181553133,17.707599639892578,278269600,2013-12-10
17.753005548829943,17.87730865294644,17.524127443995877,17.576414108276367,359718800,2013-12-11
17.600833272547266,17.701025526063827,17.53476805434596,17.550735473632812,262290000,2013-12-12
17.623062209421857,17.624001961152832,17.335633624388496,17.35942840576172,332822000,2013-12-13
17.377908600850606,17.616493591378205,17.37759590754716,17.455556869506836,282592800,2013-12-16
17.402640766951766,17.51629724253177,17.326555975200023,17.37696647644043,229902400,2013-12-17
17.211335150745022,17.2661283766191,16.870051342931074,17.244836807250977,565863200,2013-12-18
17.205070744537892,17.22072547218798,17.024409301465553,17.047266006469727,320308800,2013-12-19
17.077634677536015,17.271133234182724,17.058535310851326,17.190038681030273,436413600,2013-12-20
17.784310686718143,17.869475273090988,17.62024541102047,17.849750518798828,501306400,2013-12-23
17.843487371483633,17.90579525181929,17.722628945553193,17.77397918701172,167554800,2013-12-24
17.787448244101586,17.831283832167006,17.63966303436588,17.65594482421875,204008000,2013-12-26
17.653443893084802,17.671916212366696,17.518183106743496,17.53665542602539,225884400,2013-12-27
17.454305175533985,17.536650528024758,17.29336846215244,17.36225128173828,253629600,2013-12-30
17.351291490894837,17.5739073456004,17.345967344892912,17.565767288208008,223084400,2013-12-31
17.39856578320106,17.44083454252893,17.283969588317866,17.318723678588867,234684800,2014-01-02
17.31027854432202,17.33657822543354,16.921089080966023,16.938310623168945,392467600,2014-01-03
16.827779092779682,17.120530168361412,16.707233351900474,17.030670166015625,412610800,2014-01-06
17.0428847114874,17.09423329265851,16.84249849545893,16.908876419067383,317209200,2014-01-07
16.870358441325244,17.081703909914214,16.866602778956477,17.015953063964844,258529600,2014-01-08
17.120532228143613,17.122411731945103,16.762028583103927,16.798662185668945,279148800,2014-01-09
16.902299367064938,16.932670744373695,16.629273008852117,16.68657112121582,304976000,2014-01-10
16.59169921276289,16.985896664594822,16.590759460966733,16.77392578125,378492800,2014-01-13
16.85189568586772,17.118347206358195,16.83436144814689,17.107702255249023,332561600,2014-01-14
17.33093858519142,17.54009189550393,17.272700725489116,17.451169967651367,391638800,2014-01-15
17.374153549202,17.43520901492323,17.27333251970029,17.353801727294922,229278000,2014-01-16
17.267068448931955,17.28554076269722,16.904493065023548,16.92860221862793,426739600,2014-01-17
16.938625170251182,17.22292361711393,16.920778239476586,17.191614151000977,328526800,2014-01-21
17.249220600243255,17.44897975921293,17.152158604449163,17.268007278442383,379985200,2014-01-22
17.218846313484057,17.42424227729899,17.058224004363783,17.414222717285156,403239200,2014-01-23
17.345963505367205,17.396686686608998,17.056342735358587,17.097673416137695,429354800,2014-01-24
17.222915187315365,17.371013036491924,17.08765448050705,17.236377716064453,554878800,2014-01-27
15.929482362640059,16.12485875314216,15.720014712710523,15.858721733093262,1065523200,2014-01-28
15.778884864781082,15.885966432473118,15.612000286580628,15.678690910339355,502810000,2014-01-29
15.734734380715206,15.858724779105364,15.551882404257187,15.648317337036133,678501600,2014-01-30
15.504285296108987,15.7031063125994,15.453249423876594,15.67398738861084,464797200,2014-01-31
15.736926714418846,15.897236351598561,15.633289803047985,15.703110694885254,401464000,2014-02-03
15.838370576245637,15.951401656370427,15.741621282427362,15.93042278289795,376681200,2014-02-04
15.860600750094463,16.133627073672894,15.850893883227078,16.049402236938477,328344800,2014-02-05
16.06579021460603,16.174143594043716,15.994918865203129,16.142959594726562,257765200,2014-02-06
16.4223421020758,16.47116360504253,16.296351235204625,16.36879539489746,370280400,2014-02-07
16.336664016380805,16.75653086564103,16.315875814011573,16.662036895751953,345559200,2014-02-10
16.71306602701438,16.9379598225464,16.678102210358812,16.881580352783203,282256800,2014-02-11
16.91276735128319,16.994976500076692,16.795910623399838,16.88032341003418,308100800,2014-02-12
16.840633383154437,17.16159738905612,16.826144887196115,17.14836883544922,307398000,2014-02-13
17.086630102761966,17.197188772397002,17.046944445558665,17.134506225585938,272924400,2014-02-14
17.19780716430857,17.361279941477385,17.185522314631026,17.197492599487305,260251600,2014-02-18
17.158438704345883,17.225844747684388,16.830862256303067,16.92598533630371,313768000,2014-02-19
16.78802575840966,16.914332829084238,16.662349499757333,16.730070114135742,305858000,2014-02-20
16.781732289133323,16.837798882519063,16.523765401582256,16.544239044189453,278784800,2014-02-21
16.478089667610597,16.691329379150556,16.455096147182722,16.61667823791504,288909600,2014-02-24
16.674318495669663,16.680301957507425,16.410366580042197,16.443754196166992,231952000,2014-02-25
16.49257539211129,16.536357106630977,16.240277521802767,16.295398712158203,276217200,2014-02-26
16.288791658934212,16.655426462652123,16.25445865130929,16.620464324951172,301882000,2014-02-27
16.66487674292567,16.780475199760136,16.445651805643394,16.575424194335938,371968800,2014-02-28
16.486597427827654,16.714327374080273,16.467383728168937,16.62329864501953,238781200,2014-03-03
16.725344558665782,16.777000487258913,16.623605525930298,16.73290252685547,259140000,2014-03-04
16.72282843171266,16.843463253103515,16.666445606275804,16.768184661865234,200062800,2014-03-05
16.781725520714076,16.83369770105012,16.634001124910387,16.717470169067383,185488800,2014-03-06
16.72818581429652,16.75621910856229,16.569436456573783,16.707712173461914,220729600,2014-03-07
16.64219140933418,16.798735396333893,16.641560597338557,16.72282600402832,178584000,2014-03-10
16.86551231918465,16.969138759868372,16.775427310695854,16.885669708251953,279224400,2014-03-11
16.835901785140816,16.925354284851156,16.756841702137145,16.90204620361328,199326400,2014-03-12
16.928209023312217,16.998133343888384,16.66740584148656,16.714338302612305,257742800,2014-03-13
16.655743600865023,16.721889741697836,16.47337154811111,16.52660369873047,237199200,2014-03-14
16.62140796978084,16.692906745086468,16.563136064186963,16.591169357299805,199544800,2014-03-17
