Open,High,Low,Close,Volume,Date
31.509762544742166,31.53502643193461,30.83611777645694,30.895061492919922,40066100,2013-12-13
30.928732402899943,31.156088025304197,30.768742836996374,31.063461303710938,31734200,2013-12-16
31.105561860853186,31.24871311735698,30.59191016167776,30.75189971923828,45687700,2013-12-17
30.61717952773563,30.81927131975867,29.91827098419408,30.802433013916016,63192100,2013-12-18
30.743482770638117,30.777165803063767,30.381401414730075,30.52454948425293,34160100,2013-12-19
30.482455294446183,31.097156342573406,30.474032928035452,30.987688064575195,62649100,2013-12-20
30.996103874772086,31.063466730851456,30.777167365084537,30.836111068725586,25128700,2013-12-23
30.92032214144709,31.29924507553653,30.85295606557883,31.22346305847168,14243000,2013-12-24
31.32449861083658,31.568695736892227,31.299234734637224,31.52659034729004,17612800,2013-12-26
31.644484783883755,31.67816460258911,31.299238535485884,31.400287628173828,14563000,2013-12-27
31.341343930201173,31.476072841594473,31.07188610741457,31.400287628173828,16290500,2013-12-30
31.49290836462174,31.644478762622455,31.341337966621023,31.501327514648438,17503500,2013-12-31
31.45081449676023,31.492919898884853,31.240300334901885,31.29082489013672,30632200,2014-01-02
31.324498409274362,31.34133992256882,30.81926264701126,31.08030128479004,31134800,2014-01-03
31.029768786444194,31.06345180439415,30.406649015317015,30.423490524291992,43603700,2014-01-06
30.59191030646667,30.72663920088956,30.490861226506837,30.659273147583008,35802800,2014-01-07
30.31403728653402,30.43192469536443,29.960375060042793,30.111942291259766,59971700,2014-01-08
30.21298799751197,30.238248664509047,29.80880126460563,29.91826629638672,36516300,2014-01-09
30.22983178805861,30.440345928052917,30.103522019185686,30.347719192504883,40548800,2014-01-10
30.305614190833182,30.33087485738411,29.328828800513794,29.455135345458984,45901900,2014-01-13
29.24462168762579,30.212987941809605,29.160417322997027,30.128780364990234,41623300,2014-01-14
30.229813975552084,30.97924335839021,30.187708602610556,30.9539794921875,44812600,2014-01-15
30.8950493746496,31.156088025304197,30.57507024284246,31.063461303710938,38018700,2014-01-16
31.012944031254996,31.012944031254996,30.44034532484193,30.634017944335938,46267500,2014-01-17
31.0045218796603,31.0045218796603,30.364560315733574,30.457183837890625,31567300,2014-01-21
